Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Structured Outcome September ETF,SEPZ,53656F714,11375357.36,450000.000,25.28,0.31,1.26,25.27,0.34,1.37,-0.05,10/12/2020,0.41
TrueShares Structured Outcome October ETF,OCTZ,53656F698,3879635.41,150000.000,25.86,0.32,1.26,25.87,0.34,1.32,0.03,10/12/2020,0.39
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,18050435.96,425000.000,42.47,0.56,1.35,42.49,0.59,1.40,0.05,10/12/2020,0.31
TrueShares Structured Outcome July ETF,JULZ,53656F664,6239678.36,225000.000,27.73,0.36,1.30,27.73,0.37,1.36,-0.01,10/12/2020,0.49
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,6535271.86,200000.000,32.68,0.29,0.89,32.69,0.33,1.01,0.06,10/12/2020,0.10
TrueShares Structured Outcome August ETF,AUGZ,53656F722,8604222.53,325000.000,26.47,0.34,1.28,26.48,0.35,1.35,0.01,10/12/2020,0.39
