Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Structured Outcome September ETF,SEPZ,53656F714,7955032.02,325000.000,24.48,0.39,1.63,24.52,0.43,1.79,0.20,09/09/2020,0.21
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,12914782.43,350000.000,36.90,0.74,2.04,36.98,0.80,2.20,0.22,09/09/2020,0.28
TrueShares Structured Outcome July ETF,JULZ,53656F664,6039275.85,225000.000,26.84,0.43,1.62,26.88,0.46,1.75,0.13,09/09/2020,0.40
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,5298590.60,175000.000,30.28,0.73,2.48,30.34,0.78,2.65,0.19,09/09/2020,0.10
TrueShares Structured Outcome August ETF,AUGZ,53656F722,9607573.01,375000.000,25.62,0.39,1.56,25.68,0.48,1.92,0.25,09/09/2020,0.39
