Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueMark Technology AI & Deep Learning ETF,LRNZ,53656F821,1426611.05,50000.000,28.53,0.40,1.44,28.63,0.32,1.12,0.33,05/08/2020,0.38
TrueMark ESG Active Opportunities ETF,ECOZ,53656F813,2570470.94,100000.000,25.70,0.36,1.44,25.70,0.38,1.48,-0.02,05/08/2020,0.37
