Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueMark Technology AI & Deep Learning ETF,LRNZ,53656F821,659184.78,25000.000,26.37,0.25,0.96,26.40,0.28,1.06,0.11,04/27/2020,0.38
TrueMark ESG Active Opportunities ETF,ECOZ,53656F813,2502858.65,100000.000,25.03,0.29,1.17,25.12,0.38,1.55,0.36,04/27/2020,0.41
