Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,12116845.07,325000.000,37.28,0.18,0.48,37.31,0.16,0.44,0.08,08/04/2020,0.35
TrueShares Structured Outcome July ETF,JULZ,53656F664,5895394.44,225000.000,26.20,0.07,0.28,26.23,0.05,0.20,0.09,08/04/2020,0.39
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,5167065.09,175000.000,29.53,0.23,0.79,29.51,0.20,0.68,-0.04,08/04/2020,0.52
TrueShares Structured Outcome August ETF,AUGZ,53656F722,2504451.39,100000.000,25.04,0.04,0.18,25.08,0.08,0.31,0.16,08/04/2020,0.12
