Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Structured Outcome September ETF,SEPZ,53656F714,11709790.88,475000.000,24.65,-0.31,-1.23,24.58,-0.40,-1.59,-0.30,10/19/2020,0.40
TrueShares Structured Outcome October ETF,OCTZ,53656F698,3785080.97,150000.000,25.23,-0.31,-1.21,25.22,-0.37,-1.46,-0.04,10/19/2020,0.39
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,17599996.17,425000.000,41.41,-0.38,-0.92,41.41,-0.42,-1.00,-0.02,10/19/2020,0.33
TrueShares Structured Outcome July ETF,JULZ,53656F664,6086038.17,225000.000,27.05,-0.34,-1.24,27.02,-0.40,-1.44,-0.12,10/19/2020,0.50
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,6410191.30,200000.000,32.05,-0.37,-1.14,32.03,-0.41,-1.27,-0.07,10/19/2020,0.10
TrueShares Structured Outcome August ETF,AUGZ,53656F722,8387901.88,325000.000,25.81,-0.33,-1.28,25.78,-0.38,-1.44,-0.10,10/19/2020,0.39
