Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,5622059.47,175000.000,32.13,0.09,0.28,32.21,0.05,0.14,0.25,06/03/2020,0.37
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,3389230.13,125000.000,27.11,0.19,0.72,27.22,0.18,0.67,0.40,06/03/2020,0.27
