Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueMark Technology AI & Deep Learning ETF,LRNZ,53656F821,2268943.44,100000.000,22.69,1.54,7.28,22.69,1.47,6.91,0.01,03/24/2020,0.76
TrueMark ESG Active Opportunities ETF,ECOZ,53656F813,2109655.30,100000.000,21.10,1.57,8.04,21.08,1.42,7.23,-0.08,03/24/2020,0.68
