Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,12015075.31,325000.000,36.97,-0.21,-0.56,36.99,-0.22,-0.58,0.05,08/24/2020,0.27
TrueShares Structured Outcome July ETF,JULZ,53656F664,6077476.01,225000.000,27.01,0.22,0.82,27.00,0.19,0.70,-0.04,08/24/2020,0.38
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,5347264.52,175000.000,30.56,0.14,0.45,30.52,0.09,0.31,-0.10,08/24/2020,0.10
TrueShares Structured Outcome August ETF,AUGZ,53656F722,9027240.58,350000.000,25.79,0.24,0.94,25.79,0.18,0.70,-0.01,08/24/2020,0.39
