Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,11505983.04,325000.000,35.40,-0.35,-0.98,35.40,-0.33,-0.92,-0.01,08/14/2020,0.30
TrueShares Structured Outcome July ETF,JULZ,53656F664,5991406.60,225000.000,26.63,-0.01,-0.03,26.65,-0.02,-0.09,0.09,08/14/2020,0.38
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,5224324.80,175000.000,29.85,-0.08,-0.25,29.84,-0.09,-0.30,-0.04,08/14/2020,0.52
TrueShares Structured Outcome August ETF,AUGZ,53656F722,8899247.63,350000.000,25.43,-0.01,-0.06,25.48,-0.03,-0.10,0.21,08/14/2020,0.39
