Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueMark Technology AI & Deep Learning ETF,LRNZ,53656F821,638784.26,25000.000,25.55,0.30,1.19,25.56,0.26,1.04,0.02,04/17/2020,
TrueMark ESG Active Opportunities ETF,ECOZ,53656F813,2501472.17,100000.000,25.01,0.50,2.02,25.00,0.45,1.85,-0.06,04/17/2020,
