Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Structured Outcome September ETF,SEPZ,53656F714,10630714.08,450000.000,23.62,0.07,0.28,23.62,0.07,0.31,0.00,09/24/2020,0.40
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,13994977.15,375000.000,37.32,-0.19,-0.51,37.39,-0.07,-0.18,0.19,09/24/2020,0.31
TrueShares Structured Outcome July ETF,JULZ,53656F664,5829720.89,225000.000,25.91,0.06,0.25,25.90,0.08,0.30,-0.04,09/24/2020,0.48
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,5903920.08,200000.000,29.52,0.05,0.18,29.53,0.17,0.57,0.03,09/24/2020,0.10
TrueShares Structured Outcome August ETF,AUGZ,53656F722,8039037.97,325000.000,24.74,0.07,0.27,24.74,0.08,0.31,0.03,09/24/2020,0.39
