Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,6500211.38,200000.000,32.50,0.41,1.28,32.48,0.37,1.14,-0.08,06/16/2020,0.36
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,3388940.69,125000.000,27.11,0.45,1.68,27.10,0.42,1.57,-0.06,06/16/2020,0.36
