Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Structured Outcome September ETF,SEPZ,53656F714,11561779.52,475000.000,24.34,0.32,1.33,24.33,0.40,1.67,-0.04,11/03/2020,0.40
TrueShares Structured Outcome October ETF,OCTZ,53656F698,3743097.29,150000.000,24.95,0.36,1.44,24.98,0.41,1.66,0.11,11/03/2020,0.39
TrueShares Structured Outcome November ETF,NVMZ,53656F680,2534162.69,100000.000,25.34,0.34,1.37,25.39,0.38,1.53,0.20,11/03/2020,0.08
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,17266315.08,450000.000,38.37,0.62,1.64,38.40,0.66,1.75,0.07,11/03/2020,0.32
TrueShares Structured Outcome July ETF,JULZ,53656F664,6003216.26,225000.000,26.68,0.36,1.38,26.73,0.44,1.69,0.17,11/03/2020,0.52
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,6133178.48,200000.000,30.67,0.51,1.69,30.72,0.59,1.97,0.18,11/03/2020,0.12
TrueShares Structured Outcome August ETF,AUGZ,53656F722,8285829.32,325000.000,25.49,0.35,1.40,25.52,0.42,1.66,0.09,11/03/2020,0.42
