Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,5661368.97,175000.000,32.35,0.61,1.94,32.39,0.37,1.17,0.13,06/10/2020,0.40
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,3439127.05,125000.000,27.51,0.02,0.07,27.61,-0.44,-1.56,0.34,06/10/2020,0.28
