Date,Account,StockTicker,CUSIP,SecurityName,Shares,Price,MarketValue,Weightings,NetAssets,SharesOutstanding,CreationUnits,MoneyMarketFlag
09/18/2020,AUGZ,2SPY  210730C00328670,2SPY  210730C00328670,SPY 7/30/2021 328.67 C,205.00,30.553621,626349.23,7.62%,8222825.00,325000,13,
09/18/2020,AUGZ,2SPY  210730P00295800,2SPY  210730P00295800,SPY 7/30/2021 295.80 P,-274.00,18.635614,-510615.82,-6.21%,8222825.00,325000,13,
09/18/2020,AUGZ,912796UC1,912796UC1,UNITED STATES TREAS BILLS,8113000.00,99.967000,8110322.71,98.63%,8222825.00,325000,13,
09/18/2020,AUGZ,Cash&Other,Cash&Other,Cash & Other,-3763.60,1.000000,-3763.60,-0.05%,8222825.00,325000,13,Y
09/18/2020,ECOZ,AAPL,037833100,APPLE INC,1355.00,110.340000,149510.70,2.84%,5260202.50,175000,7,
09/18/2020,ECOZ,ABBV,00287Y109,ABBVIE INC,511.00,89.630000,45800.93,0.87%,5260202.50,175000,7,
09/18/2020,ECOZ,ABC,03073E105,AMERISOURCEBERGEN CORP,778.00,96.810000,75318.18,1.43%,5260202.50,175000,7,
09/18/2020,ECOZ,ABT,002824100,ABBOTT LABS,1114.00,106.660000,118819.24,2.26%,5260202.50,175000,7,
09/18/2020,ECOZ,ACN,G1151C101,ACCENTURE PLC IRELAND,175.00,236.820000,41443.50,0.79%,5260202.50,175000,7,
09/18/2020,ECOZ,ADBE,00724F101,ADOBE SYSTEMS INCORPORATED,213.00,474.300000,101025.90,1.92%,5260202.50,175000,7,
09/18/2020,ECOZ,ALL,020002101,ALLSTATE CORP,248.00,92.800000,23014.40,0.44%,5260202.50,175000,7,
09/18/2020,ECOZ,AMGN,031162100,AMGEN INC,161.00,248.080000,39940.88,0.76%,5260202.50,175000,7,
09/18/2020,ECOZ,AMZN,023135106,AMAZON COM INC,56.00,3008.730000,168488.88,3.20%,5260202.50,175000,7,
09/18/2020,ECOZ,AXP,025816109,AMERICAN EXPRESS CO,397.00,104.660000,41550.02,0.79%,5260202.50,175000,7,
09/18/2020,ECOZ,BAX,071813109,BAXTER INTL INC,596.00,82.320000,49062.72,0.93%,5260202.50,175000,7,
09/18/2020,ECOZ,BKNG,09857L108,BOOKING HOLDINGS INC,38.00,1787.210000,67913.98,1.29%,5260202.50,175000,7,
09/18/2020,ECOZ,BLK,09247X101,BLACKROCK INC,119.00,548.410000,65260.79,1.24%,5260202.50,175000,7,
09/18/2020,ECOZ,BLL,058498106,BALL CORP,602.00,84.100000,50628.20,0.96%,5260202.50,175000,7,
09/18/2020,ECOZ,BMY,110122108,BRISTOL-MYERS SQUIBB CO,542.00,59.400000,32194.80,0.61%,5260202.50,175000,7,
09/18/2020,ECOZ,BYND,08862E109,BEYOND MEAT INC,632.00,157.220000,99363.04,1.89%,5260202.50,175000,7,
09/18/2020,ECOZ,CAH,14149Y108,CARDINAL HEALTH INC,447.00,47.300000,21143.10,0.40%,5260202.50,175000,7,
09/18/2020,ECOZ,CBRE,12504L109,CBRE GROUP INC,334.00,49.570000,16556.38,0.31%,5260202.50,175000,7,
09/18/2020,ECOZ,CL,194162103,COLGATE PALMOLIVE CO,623.00,76.710000,47790.33,0.91%,5260202.50,175000,7,
09/18/2020,ECOZ,CLX,189054109,CLOROX CO DEL,196.00,206.850000,40542.60,0.77%,5260202.50,175000,7,
09/18/2020,ECOZ,COST,22160K105,COSTCO WHSL CORP NEW,274.00,338.880000,92853.12,1.77%,5260202.50,175000,7,
09/18/2020,ECOZ,CRM,79466L302,SALESFORCE COM INC,252.00,244.530000,61621.56,1.17%,5260202.50,175000,7,
09/18/2020,ECOZ,CTXS,177376100,CITRIX SYS INC,436.00,133.940000,58397.84,1.11%,5260202.50,175000,7,
09/18/2020,ECOZ,DIS,254687106,DISNEY WALT CO,943.00,130.220000,122797.46,2.33%,5260202.50,175000,7,
09/18/2020,ECOZ,EA,285512109,ELECTRONIC ARTS INC,699.00,125.260000,87556.74,1.66%,5260202.50,175000,7,
09/18/2020,ECOZ,ENPH,29355A107,ENPHASE ENERGY INC,1756.00,66.870000,117423.72,2.23%,5260202.50,175000,7,
09/18/2020,ECOZ,ES,30040W108,EVERSOURCE ENERGY,728.00,81.930000,59645.04,1.13%,5260202.50,175000,7,
09/18/2020,ECOZ,EXPD,302130109,EXPEDITORS INTL WASH INC,451.00,92.380000,41663.38,0.79%,5260202.50,175000,7,
09/18/2020,ECOZ,GILD,375558103,GILEAD SCIENCES INC,526.00,65.040000,34211.04,0.65%,5260202.50,175000,7,
09/18/2020,ECOZ,GOOGL,02079K305,ALPHABET INC,98.00,1487.040000,145729.92,2.77%,5260202.50,175000,7,
09/18/2020,ECOZ,GS,38141G104,GOLDMAN SACHS GROUP INC,189.00,194.830000,36822.87,0.70%,5260202.50,175000,7,
09/18/2020,ECOZ,GWW,384802104,GRAINGER W W INC,271.00,355.430000,96321.53,1.83%,5260202.50,175000,7,
09/18/2020,ECOZ,HD,437076102,HOME DEPOT INC,205.00,279.960000,57391.80,1.09%,5260202.50,175000,7,
09/18/2020,ECOZ,IFF,459506101,INTERNATIONAL FLAVORS&FRAGRANC COM,381.00,124.180000,47312.58,0.90%,5260202.50,175000,7,
09/18/2020,ECOZ,INTU,461202103,INTUIT,161.00,307.230000,49464.03,0.94%,5260202.50,175000,7,
09/18/2020,ECOZ,IRM,46284V101,IRON MTN INC NEW,918.00,28.860000,26493.48,0.50%,5260202.50,175000,7,
09/18/2020,ECOZ,ITW,452308109,ILLINOIS TOOL WKS INC,189.00,200.940000,37977.66,0.72%,5260202.50,175000,7,
09/18/2020,ECOZ,JNJ,478160104,JOHNSON & JOHNSON,231.00,147.170000,33996.27,0.65%,5260202.50,175000,7,
09/18/2020,ECOZ,JPM,46625H100,JPMORGAN CHASE & CO.,798.00,98.560000,78650.88,1.50%,5260202.50,175000,7,
09/18/2020,ECOZ,LRCX,512807108,LAM RESEARCH CORP,170.00,305.890000,52001.30,0.99%,5260202.50,175000,7,
09/18/2020,ECOZ,MA,57636Q104,MASTERCARD INCORPORATED,315.00,339.430000,106920.45,2.03%,5260202.50,175000,7,
09/18/2020,ECOZ,MCO,615369105,MOODYS CORP,245.00,282.710000,69263.95,1.32%,5260202.50,175000,7,
09/18/2020,ECOZ,MRK,58933Y105,MERCK & CO. INC,560.00,85.640000,47958.40,0.91%,5260202.50,175000,7,
09/18/2020,ECOZ,MSCI,55354G100,MSCI INC,232.00,340.360000,78963.52,1.50%,5260202.50,175000,7,
09/18/2020,ECOZ,MSFT,594918104,MICROSOFT CORP,826.00,202.910000,167603.66,3.19%,5260202.50,175000,7,
09/18/2020,ECOZ,NDAQ,631103108,NASDAQ INC,199.00,124.440000,24763.56,0.47%,5260202.50,175000,7,
09/18/2020,ECOZ,NFLX,64110L106,NETFLIX INC,175.00,470.200000,82285.00,1.56%,5260202.50,175000,7,
09/18/2020,ECOZ,NKE,654106103,NIKE INC,804.00,116.360000,93553.44,1.78%,5260202.50,175000,7,
09/18/2020,ECOZ,NVDA,67066G104,NVIDIA CORPORATION,210.00,498.540000,104693.40,1.99%,5260202.50,175000,7,
09/18/2020,ECOZ,PEP,713448108,PEPSICO INC,560.00,133.200000,74592.00,1.42%,5260202.50,175000,7,
09/18/2020,ECOZ,PLD,74340W103,PROLOGIS INC.,869.00,101.100000,87855.90,1.67%,5260202.50,175000,7,
09/18/2020,ECOZ,PYPL,70450Y103,PAYPAL HLDGS INC,384.00,175.790000,67503.36,1.28%,5260202.50,175000,7,
09/18/2020,ECOZ,QCOM,747525103,QUALCOMM INC,574.00,114.880000,65941.12,1.25%,5260202.50,175000,7,
09/18/2020,ECOZ,REGN,75886F107,REGENERON PHARMACEUTICALS,135.00,565.000000,76275.00,1.45%,5260202.50,175000,7,
09/18/2020,ECOZ,ROK,773903109,ROCKWELL AUTOMATION INC,501.00,222.200000,111322.20,2.12%,5260202.50,175000,7,
09/18/2020,ECOZ,SBUX,855244109,STARBUCKS CORP,1106.00,86.750000,95945.50,1.82%,5260202.50,175000,7,
09/18/2020,ECOZ,SJM,832696405,SMUCKER J M CO,267.00,109.980000,29364.66,0.56%,5260202.50,175000,7,
09/18/2020,ECOZ,SPGI,78409V104,S&P Global Inc,203.00,351.730000,71401.19,1.36%,5260202.50,175000,7,
09/18/2020,ECOZ,SQ,852234103,SQUARE INC,1081.00,145.640000,157436.84,2.99%,5260202.50,175000,7,
09/18/2020,ECOZ,SYY,871829107,SYSCO CORP,1159.00,68.400000,79275.60,1.51%,5260202.50,175000,7,
09/18/2020,ECOZ,TDOC,87918A105,TELADOC HEALTH INC,179.00,199.280000,35671.12,0.68%,5260202.50,175000,7,
09/18/2020,ECOZ,TGT,87612E106,TARGET CORP,336.00,147.610000,49596.96,0.94%,5260202.50,175000,7,
09/18/2020,ECOZ,TSCO,892356106,TRACTOR SUPPLY CO,206.00,138.150000,28458.90,0.54%,5260202.50,175000,7,
09/18/2020,ECOZ,TSLA,88160R101,TESLA INC,353.00,423.430000,149470.79,2.84%,5260202.50,175000,7,
09/18/2020,ECOZ,TWTR,90184L102,TWITTER INC,1455.00,39.350000,57254.25,1.09%,5260202.50,175000,7,
09/18/2020,ECOZ,UBER,90353T100,UBER TECHNOLOGIES INC,2663.00,37.060000,98690.78,1.88%,5260202.50,175000,7,
09/18/2020,ECOZ,UNH,91324P102,UNITEDHEALTH GROUP INC,252.00,304.980000,76854.96,1.46%,5260202.50,175000,7,
09/18/2020,ECOZ,UNP,907818108,UNION PAC CORP,134.00,201.650000,27021.10,0.51%,5260202.50,175000,7,
09/18/2020,ECOZ,UPS,911312106,UNITED PARCEL SERVICE INC,602.00,159.750000,96169.50,1.83%,5260202.50,175000,7,
09/18/2020,ECOZ,V,92826C839,VISA INC,217.00,205.270000,44543.59,0.85%,5260202.50,175000,7,
09/18/2020,ECOZ,VAR,92220P105,VARIAN MED SYS INC,189.00,173.500000,32791.50,0.62%,5260202.50,175000,7,
09/18/2020,ECOZ,VMW,928563402,VMWARE INC,248.00,141.390000,35064.72,0.67%,5260202.50,175000,7,
09/18/2020,ECOZ,VRSN,92343E102,VERISIGN INC,224.00,203.490000,45581.76,0.87%,5260202.50,175000,7,
09/18/2020,ECOZ,VZ,92343V104,VERIZON COMMUNICATIONS INC,1388.00,60.590000,84098.92,1.60%,5260202.50,175000,7,
09/18/2020,ECOZ,ZM,98980L101,ZOOM VIDEO COMMUNICATIONS INC CL A,134.00,413.125000,55358.75,1.05%,5260202.50,175000,7,
09/18/2020,ECOZ,Cash&Other,Cash&Other,Cash & Other,16706.69,1.000000,16706.69,0.32%,5260202.50,175000,7,Y
09/18/2020,JULZ,2SPY  210630C00310500,2SPY  210630C00310500,SPY 06/30/2021 310.50 C,149.00,42.068161,626815.60,10.49%,5973975.00,225000,9,
09/18/2020,JULZ,2SPY  210630P00279450,2SPY  210630P00279450,SPY 06/30/2021 279.45 P,-199.00,13.776328,-274148.93,-4.59%,5973975.00,225000,9,
09/18/2020,JULZ,912796TY5,912796TY5,UNITED STATES TREAS BILLS,5620000.00,99.974361,5618559.09,94.05%,5973975.00,225000,9,
09/18/2020,JULZ,Cash&Other,Cash&Other,Cash & Other,2362.51,1.000000,2362.51,0.04%,5973975.00,225000,9,Y
