Date,Account,StockTicker,CUSIP,SecurityName,Shares,Price,MarketValue,Weightings,NetAssets,SharesOutstanding,CreationUnits,MoneyMarketFlag
08/06/2020,AUGZ,2SPY  210730C00328670,2SPY  210730C00328670,SPY 7/30/2021 328.67 C,190.00,28.619765,543775.54,7.20%,7549110.00,300000,12,
08/06/2020,AUGZ,2SPY  210730P00295800,2SPY  210730P00295800,SPY 7/30/2021 295.80 P,-253.00,19.081613,-482764.81,-6.39%,7549110.00,300000,12,
08/06/2020,AUGZ,912796UC1,912796UC1,UNITED STATES TREAS BILLS,7500000.00,99.950174,7496263.05,99.30%,7549110.00,300000,12,
08/06/2020,AUGZ,Cash&Other,Cash&Other,Cash & Other,-8326.74,1.000000,-8326.74,-0.11%,7549110.00,300000,12,Y
08/06/2020,ECOZ,AAPL,037833100,APPLE INC,392.00,440.250000,172578.00,3.31%,5211430.00,175000,7,
08/06/2020,ECOZ,ABBV,00287Y109,ABBVIE INC,511.00,93.250000,47650.75,0.91%,5211430.00,175000,7,
08/06/2020,ECOZ,ABC,03073E105,AMERISOURCEBERGEN CORP,778.00,103.500000,80523.00,1.55%,5211430.00,175000,7,
08/06/2020,ECOZ,ABT,002824100,ABBOTT LABS,1114.00,102.140000,113783.96,2.18%,5211430.00,175000,7,
08/06/2020,ECOZ,ACN,G1151C101,ACCENTURE PLC IRELAND,175.00,228.700000,40022.50,0.77%,5211430.00,175000,7,
08/06/2020,ECOZ,ADBE,00724F101,ADOBE INC,213.00,449.510000,95745.63,1.84%,5211430.00,175000,7,
08/06/2020,ECOZ,ALL,020002101,ALLSTATE CORP,248.00,94.760000,23500.48,0.45%,5211430.00,175000,7,
08/06/2020,ECOZ,AMGN,031162100,AMGEN INC,161.00,241.470000,38876.67,0.75%,5211430.00,175000,7,
08/06/2020,ECOZ,AMZN,023135106,AMAZON COM INC,56.00,3205.030000,179481.68,3.44%,5211430.00,175000,7,
08/06/2020,ECOZ,AXP,025816109,AMERICAN EXPRESS CO,397.00,95.390000,37869.83,0.73%,5211430.00,175000,7,
08/06/2020,ECOZ,BAX,071813109,BAXTER INTL INC,596.00,80.460000,47954.16,0.92%,5211430.00,175000,7,
08/06/2020,ECOZ,BKNG,09857L108,BOOKING HOLDINGS INC,38.00,1724.770000,65541.26,1.26%,5211430.00,175000,7,
08/06/2020,ECOZ,BLK,09247X101,BLACKROCK INC,119.00,582.150000,69275.85,1.33%,5211430.00,175000,7,
08/06/2020,ECOZ,BLL,058498106,BALL CORP,602.00,75.040000,45174.08,0.87%,5211430.00,175000,7,
08/06/2020,ECOZ,BMY,110122108,BRISTOL-MYERS SQUIBB CO,542.00,59.690000,32351.98,0.62%,5211430.00,175000,7,
08/06/2020,ECOZ,BYND,08862E109,BEYOND MEAT INC,632.00,132.690000,83860.08,1.61%,5211430.00,175000,7,
08/06/2020,ECOZ,CAH,14149Y108,CARDINAL HEALTH INC,447.00,57.600000,25747.20,0.49%,5211430.00,175000,7,
08/06/2020,ECOZ,CBRE,12504L109,CBRE GROUP INC,334.00,42.830000,14305.22,0.27%,5211430.00,175000,7,
08/06/2020,ECOZ,CL,194162103,COLGATE PALMOLIVE CO,623.00,76.180000,47460.14,0.91%,5211430.00,175000,7,
08/06/2020,ECOZ,CLX,189054109,CLOROX CO DEL,352.00,237.160000,83480.32,1.60%,5211430.00,175000,7,
08/06/2020,ECOZ,COST,22160K105,COSTCO WHSL CORP NEW,274.00,339.970000,93151.78,1.79%,5211430.00,175000,7,
08/06/2020,ECOZ,CRM,79466L302,SALESFORCE COM INC,252.00,202.640000,51065.28,0.98%,5211430.00,175000,7,
08/06/2020,ECOZ,CTXS,177376100,CITRIX SYS INC,637.00,142.640000,90861.68,1.74%,5211430.00,175000,7,
08/06/2020,ECOZ,DIS,254687106,DISNEY WALT CO,823.00,127.610000,105023.03,2.02%,5211430.00,175000,7,
08/06/2020,ECOZ,EA,285512109,ELECTRONIC ARTS INC,637.00,146.180000,93116.66,1.79%,5211430.00,175000,7,
08/06/2020,ECOZ,EIX,281020107,EDISON INTL,777.00,53.610000,41654.97,0.80%,5211430.00,175000,7,
08/06/2020,ECOZ,ENPH,29355A107,ENPHASE ENERGY INC,1756.00,74.990000,131682.44,2.53%,5211430.00,175000,7,
08/06/2020,ECOZ,ES,30040W108,EVERSOURCE ENERGY,728.00,88.180000,64195.04,1.23%,5211430.00,175000,7,
08/06/2020,ECOZ,EXPD,302130109,EXPEDITORS INTL WASH INC,327.00,84.090000,27497.43,0.53%,5211430.00,175000,7,
