Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Structured Outcome September ETF,SEPZ,53656F714,10863055.91,450000.000,24.14,-0.10,-0.39,24.14,-0.06,-0.26,0.01,09/29/2020,0.41
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,15556996.93,400000.000,38.89,0.23,0.60,38.89,0.20,0.51,0.00,09/29/2020,0.32
TrueShares Structured Outcome July ETF,JULZ,53656F664,5957245.77,225000.000,26.48,-0.11,-0.42,26.48,-0.08,-0.28,-0.01,09/29/2020,0.49
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,6128555.62,200000.000,30.64,0.05,0.16,30.66,0.08,0.26,0.07,09/29/2020,0.10
TrueShares Structured Outcome August ETF,AUGZ,53656F722,8209640.06,325000.000,25.26,-0.13,-0.51,25.29,-0.07,-0.27,0.12,09/29/2020,0.39
