Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Structured Outcome September ETF,SEPZ,53656F714,12278286.30,475000.000,25.85,0.29,1.15,25.71,0.21,0.82,-0.52,11/16/2020,0.51
TrueShares Structured Outcome October ETF,OCTZ,53656F698,3966355.87,150000.000,26.44,0.27,1.05,26.38,0.21,0.81,-0.23,11/16/2020,0.53
TrueShares Structured Outcome November ETF,NVMZ,53656F680,2690009.15,100000.000,26.90,0.27,1.03,26.84,0.22,0.83,-0.21,11/16/2020,0.38
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,18362217.42,450000.000,40.80,-0.09,-0.21,40.74,-0.21,-0.52,-0.16,11/16/2020,0.32
TrueShares Structured Outcome July ETF,JULZ,53656F664,6376398.54,225000.000,28.34,0.30,1.06,28.29,0.23,0.81,-0.18,11/16/2020,0.52
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,6526288.78,200000.000,32.63,0.33,1.01,32.58,0.28,0.86,-0.16,11/16/2020,0.13
TrueShares Structured Outcome August ETF,AUGZ,53656F722,8795205.29,325000.000,27.06,0.28,1.03,26.98,0.21,0.80,-0.30,11/16/2020,0.48
