Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueMark Technology AI & Deep Learning ETF,LRNZ,53656F821,2955081.42,100000.000,29.55,0.43,1.47,29.82,0.60,2.06,0.90,05/15/2020,0.43
TrueMark ESG Active Opportunities ETF,ECOZ,53656F813,2548186.83,100000.000,25.48,0.16,0.62,25.51,0.20,0.77,0.12,05/15/2020,0.36
