Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Structured Outcome September ETF,SEPZ,53656F714,11933888.19,475000.000,25.12,0.34,1.39,25.08,0.38,1.52,-0.19,11/05/2020,0.40
TrueShares Structured Outcome October ETF,OCTZ,53656F698,3859872.35,150000.000,25.73,0.37,1.46,25.73,0.37,1.46,-0.02,11/05/2020,0.39
TrueShares Structured Outcome November ETF,NVMZ,53656F680,2617329.58,100000.000,26.17,0.38,1.48,26.17,0.39,1.51,-0.02,11/05/2020,0.38
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,18892652.33,450000.000,41.98,1.18,2.88,41.98,1.16,2.85,-0.02,11/05/2020,0.32
TrueShares Structured Outcome July ETF,JULZ,53656F664,6202363.63,225000.000,27.57,0.42,1.53,27.58,0.44,1.63,0.06,11/05/2020,0.51
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,6489338.82,200000.000,32.45,0.88,2.78,32.44,0.88,2.80,-0.01,11/05/2020,0.12
TrueShares Structured Outcome August ETF,AUGZ,53656F722,8558774.60,325000.000,26.33,0.40,1.54,26.30,0.40,1.55,-0.11,11/05/2020,0.42
