Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,6547269.63,200000.000,32.74,0.24,0.72,32.90,0.43,1.32,0.51,06/17/2020,0.35
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,3383177.88,125000.000,27.07,-0.05,-0.17,27.13,0.03,0.12,0.24,06/17/2020,0.37
