Date,Account,StockTicker,CUSIP,SecurityName,Shares,Price,MarketValue,Weightings,NetAssets,SharesOutstanding,CreationUnits,MoneyMarketFlag
10/08/2020,AUGZ,2SPY  210730C00328670,2SPY  210730C00328670,SPY 7/30/2021 328.67 C,205.00,35.056228,718652.67,8.58%,8371740.00,325000,13,
10/08/2020,AUGZ,2SPY  210730P00295800,2SPY  210730P00295800,SPY 7/30/2021 295.80 P,-274.00,16.457362,-450931.72,-5.39%,8371740.00,325000,13,
10/08/2020,AUGZ,912796UC1,912796UC1,UNITED STATES TREAS BILLS,8113000.00,99.972778,8110791.48,96.88%,8371740.00,325000,13,
10/08/2020,AUGZ,Cash&Other,Cash&Other,Cash & Other,-6953.13,1.000000,-6953.13,-0.08%,8371740.00,325000,13,Y
10/08/2020,ECOZ,AAPL,037833100,APPLE INC,1383.00,115.080000,159155.64,2.50%,6366140.00,200000,8,
10/08/2020,ECOZ,ABBV,00287Y109,ABBVIE INC,377.00,87.070000,32825.39,0.52%,6366140.00,200000,8,
10/08/2020,ECOZ,ABC,03073E105,AMERISOURCEBERGEN CORP,889.00,95.590000,84979.51,1.33%,6366140.00,200000,8,
10/08/2020,ECOZ,ABT,002824100,ABBOTT LABS,1273.00,107.740000,137153.02,2.15%,6366140.00,200000,8,
10/08/2020,ECOZ,ACN,G1151C101,ACCENTURE PLC IRELAND,143.00,223.450000,31953.35,0.50%,6366140.00,200000,8,
10/08/2020,ECOZ,ADBE,00724F101,ADOBE SYSTEMS INCORPORATED,243.00,493.150000,119835.45,1.88%,6366140.00,200000,8,
10/08/2020,ECOZ,ALL,020002101,ALLSTATE CORP,283.00,93.290000,26401.07,0.41%,6366140.00,200000,8,
10/08/2020,ECOZ,AMGN,031162100,AMGEN INC,184.00,257.670000,47411.28,0.74%,6366140.00,200000,8,
10/08/2020,ECOZ,AMZN,023135106,AMAZON COM INC,64.00,3195.690000,204524.16,3.21%,6366140.00,200000,8,
10/08/2020,ECOZ,AXP,025816109,AMERICAN EXPRESS CO,453.00,102.950000,46636.35,0.73%,6366140.00,200000,8,
10/08/2020,ECOZ,BAX,071813109,BAXTER INTL INC,681.00,81.650000,55603.65,0.87%,6366140.00,200000,8,
10/08/2020,ECOZ,BKNG,09857L108,BOOKING HOLDINGS INC,43.00,1758.850000,75630.55,1.19%,6366140.00,200000,8,
10/08/2020,ECOZ,BLK,09247X101,BLACKROCK INC,136.00,592.050000,80518.80,1.26%,6366140.00,200000,8,
10/08/2020,ECOZ,BLL,058498106,BALL CORP,529.00,86.550000,45784.95,0.72%,6366140.00,200000,8,
10/08/2020,ECOZ,BMY,110122108,BRISTOL-MYERS SQUIBB CO,619.00,60.420000,37399.98,0.59%,6366140.00,200000,8,
10/08/2020,ECOZ,BYND,08862E109,BEYOND MEAT INC,722.00,189.140000,136559.08,2.15%,6366140.00,200000,8,
10/08/2020,ECOZ,CAH,14149Y108,CARDINAL HEALTH INC,510.00,47.150000,24046.50,0.38%,6366140.00,200000,8,
10/08/2020,ECOZ,CBRE,12504L109,CBRE GROUP INC,381.00,48.950000,18649.95,0.29%,6366140.00,200000,8,
10/08/2020,ECOZ,CL,194162103,COLGATE PALMOLIVE CO,712.00,78.130000,55628.56,0.87%,6366140.00,200000,8,
