Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Structured Outcome September ETF,SEPZ,53656F714,11045427.00,450000.000,24.55,0.36,1.47,24.54,0.30,1.23,-0.03,10/05/2020,0.41
TrueShares Structured Outcome October ETF,OCTZ,53656F698,2513800.50,100000.000,25.14,0.35,1.39,25.15,0.30,1.22,0.06,10/05/2020,0.28
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,16263090.11,400000.000,40.66,0.98,2.46,40.72,1.00,2.52,0.15,10/05/2020,0.32
TrueShares Structured Outcome July ETF,JULZ,53656F664,6058105.71,225000.000,26.92,0.36,1.35,26.92,0.37,1.38,-0.03,10/05/2020,0.49
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,6322271.89,200000.000,31.61,0.71,2.29,31.61,0.67,2.15,-0.02,10/05/2020,0.10
TrueShares Structured Outcome August ETF,AUGZ,53656F722,8352796.07,325000.000,25.70,0.32,1.25,25.70,0.35,1.36,0.00,10/05/2020,0.39
