Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,12142416.24,325000.000,37.36,0.08,0.21,37.36,0.05,0.14,0.01,08/05/2020,0.33
TrueShares Structured Outcome July ETF,JULZ,53656F664,5927913.96,225000.000,26.35,0.14,0.55,26.38,0.16,0.59,0.14,08/05/2020,0.39
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,5211433.96,175000.000,29.78,0.25,0.86,29.79,0.28,0.95,0.05,08/05/2020,0.52
TrueShares Structured Outcome August ETF,AUGZ,53656F722,7549107.68,300000.000,25.16,0.12,0.48,25.24,0.16,0.62,0.30,08/05/2020,0.24
