Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,11646312.84,325000.000,35.83,0.43,1.22,35.89,0.49,1.38,0.15,08/17/2020,0.28
TrueShares Structured Outcome July ETF,JULZ,53656F664,6008833.85,225000.000,26.71,0.08,0.29,26.71,0.06,0.22,0.02,08/17/2020,0.38
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,5276511.30,175000.000,30.15,0.30,1.00,30.15,0.31,1.05,0.01,08/17/2020,0.50
TrueShares Structured Outcome August ETF,AUGZ,53656F722,8930065.60,350000.000,25.51,0.09,0.35,25.53,0.05,0.18,0.05,08/17/2020,0.39
