Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,11348959.90,325000.000,34.92,1.05,3.09,34.98,1.11,3.28,0.17,07/17/2020,0.33
TrueShares Structured Outcome July ETF,JULZ,53656F664,5782472.26,225000.000,25.70,0.07,0.28,25.73,0.08,0.30,0.12,07/17/2020,0.40
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,5002797.53,175000.000,28.59,0.15,0.53,28.61,0.16,0.56,0.08,07/17/2020,0.40
