Date,Account,StockTicker,CUSIP,SecurityName,Shares,Price,MarketValue,Weightings,NetAssets,SharesOutstanding,CreationUnits,MoneyMarketFlag
10/27/2020,AUGZ,2SPY  210730C00328670,2SPY  210730C00328670,SPY 7/30/2021 328.67 C,205.00,33.167974,679943.47,8.16%,8331992.50,325000,13,
10/27/2020,AUGZ,2SPY  210730P00295800,2SPY  210730P00295800,SPY 7/30/2021 295.80 P,-274.00,16.383710,-448913.65,-5.39%,8331992.50,325000,13,
10/27/2020,AUGZ,912796UC1,912796UC1,UNITED STATES TREAS BILLS,8113000.00,99.977990,8111214.33,97.35%,8331992.50,325000,13,
10/27/2020,AUGZ,Cash&Other,Cash&Other,Cash & Other,-10431.43,1.000000,-10431.43,-0.13%,8331992.50,325000,13,Y
10/27/2020,ECOZ,AAPL,037833100,APPLE INC,1383.00,115.050000,159114.15,2.55%,6250960.00,200000,8,
10/27/2020,ECOZ,ABBV,00287Y109,ABBVIE INC,377.00,83.920000,31637.84,0.51%,6250960.00,200000,8,
10/27/2020,ECOZ,ABC,03073E105,AMERISOURCEBERGEN CORP,889.00,98.370000,87450.93,1.40%,6250960.00,200000,8,
10/27/2020,ECOZ,ABT,002824100,ABBOTT LABS,1273.00,109.000000,138757.00,2.22%,6250960.00,200000,8,
10/27/2020,ECOZ,ACN,G1151C101,ACCENTURE PLC IRELAND,143.00,219.230000,31349.89,0.50%,6250960.00,200000,8,
10/27/2020,ECOZ,ADBE,00724F101,ADOBE SYSTEMS INCORPORATED,243.00,475.200000,115473.60,1.85%,6250960.00,200000,8,
10/27/2020,ECOZ,ALL,020002101,ALLSTATE CORP,283.00,90.820000,25702.06,0.41%,6250960.00,200000,8,
10/27/2020,ECOZ,AMGN,031162100,AMGEN INC,184.00,224.890000,41379.76,0.66%,6250960.00,200000,8,
10/27/2020,ECOZ,AMZN,023135106,AMAZON COM INC,64.00,3207.040000,205250.56,3.28%,6250960.00,200000,8,
10/27/2020,ECOZ,AXP,025816109,AMERICAN EXPRESS CO,453.00,96.880000,43886.64,0.70%,6250960.00,200000,8,
10/27/2020,ECOZ,BAX,071813109,BAXTER INTL INC,681.00,80.010000,54486.81,0.87%,6250960.00,200000,8,
10/27/2020,ECOZ,BKNG,09857L108,BOOKING HOLDINGS INC,43.00,1749.290000,75219.47,1.20%,6250960.00,200000,8,
10/27/2020,ECOZ,BLK,09247X101,BLACKROCK INC,136.00,622.190000,84617.84,1.35%,6250960.00,200000,8,
10/27/2020,ECOZ,BLL,058498106,BALL CORP,529.00,91.560000,48435.24,0.77%,6250960.00,200000,8,
10/27/2020,ECOZ,BMY,110122108,BRISTOL-MYERS SQUIBB CO,619.00,59.670000,36935.73,0.59%,6250960.00,200000,8,
10/27/2020,ECOZ,BYND,08862E109,BEYOND MEAT INC,722.00,164.540000,118797.88,1.90%,6250960.00,200000,8,
10/27/2020,ECOZ,CAH,14149Y108,CARDINAL HEALTH INC,510.00,48.030000,24495.30,0.39%,6250960.00,200000,8,
10/27/2020,ECOZ,CBRE,12504L109,CBRE GROUP INC,381.00,45.580000,17365.98,0.28%,6250960.00,200000,8,
10/27/2020,ECOZ,CL,194162103,COLGATE PALMOLIVE CO,712.00,78.690000,56027.28,0.90%,6250960.00,200000,8,
10/27/2020,ECOZ,CLX,189054109,CLOROX CO DEL,224.00,212.730000,47651.52,0.76%,6250960.00,200000,8,
