Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueMark Technology AI & Deep Learning ETF,LRNZ,53656F821,2208977.67,100000.000,22.09,-1.92,-8.01,22.29,-1.82,-7.55,0.91,03/09/2020,0.42
TrueMark ESG Active Opportunities ETF,ECOZ,53656F813,2360561.20,100000.000,23.61,-1.74,-6.88,23.79,-1.63,-6.40,0.79,03/09/2020,0.35
