Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueMark Technology AI & Deep Learning ETF,LRNZ,53656F821,540554.10,25000.000,21.62,-0.23,-1.05,21.91,-0.04,-0.17,1.35,04/03/2020,0.91
TrueMark ESG Active Opportunities ETF,ECOZ,53656F813,1624794.06,75000.000,21.66,-0.33,-1.52,21.67,-0.33,-1.49,0.03,04/03/2020,0.78
