Date,Account,StockTicker,CUSIP,SecurityName,Shares,Price,MarketValue,Weightings,NetAssets,SharesOutstanding,CreationUnits,MoneyMarketFlag
03/12/2020,ECOZ,AAPL,037833100,APPLE INC,272.00,275.430000,74916.96,3.18%,2352670.00,100000,4,
03/12/2020,ECOZ,ABBV,00287Y109,ABBVIE INC,292.00,84.850000,24776.20,1.05%,2352670.00,100000,4,
03/12/2020,ECOZ,ABC,03073E105,AMERISOURCEBERGEN CORP,360.00,84.960000,30585.60,1.30%,2352670.00,100000,4,
03/12/2020,ECOZ,ABT,002824100,ABBOTT LABS,552.00,78.090000,43105.68,1.83%,2352670.00,100000,4,
03/12/2020,ECOZ,ACN,G1151C101,ACCENTURE PLC IRELAND,100.00,165.110000,16511.00,0.70%,2352670.00,100000,4,
03/12/2020,ECOZ,ADBE,00724F101,ADOBE INC,92.00,315.230000,29001.16,1.23%,2352670.00,100000,4,
03/12/2020,ECOZ,ADP,053015103,AUTOMATIC DATA PROCESSING INC COM,76.00,147.100000,11179.60,0.48%,2352670.00,100000,4,
03/12/2020,ECOZ,AFL,001055102,AFLAC INC,420.00,36.940000,15514.80,0.66%,2352670.00,100000,4,
03/12/2020,ECOZ,ALL,020002101,ALLSTATE CORP,284.00,92.770000,26346.68,1.12%,2352670.00,100000,4,
03/12/2020,ECOZ,AMGN,031162100,AMGEN INC,92.00,198.650000,18275.80,0.78%,2352670.00,100000,4,
03/12/2020,ECOZ,AMZN,023135106,AMAZON COM INC,24.00,1820.860000,43700.64,1.86%,2352670.00,100000,4,
03/12/2020,ECOZ,AVB,053484101,AVALONBAY CMNTYS INC,84.00,195.850000,16451.40,0.70%,2352670.00,100000,4,
03/12/2020,ECOZ,AXP,025816109,AMERICAN EXPRESS CO,220.00,95.380000,20983.60,0.89%,2352670.00,100000,4,
03/12/2020,ECOZ,BAX,071813109,BAXTER INTL INC,516.00,77.970000,40232.52,1.71%,2352670.00,100000,4,
03/12/2020,ECOZ,BKNG,09857L108,BOOKING HLDGS INC,28.00,1442.500000,40390.00,1.72%,2352670.00,100000,4,
03/12/2020,ECOZ,BLK,09247X101,BLACKROCK INC,68.00,430.970000,29305.96,1.25%,2352670.00,100000,4,
03/12/2020,ECOZ,BLL,058498106,BALL CORP,344.00,69.760000,23997.44,1.02%,2352670.00,100000,4,
03/12/2020,ECOZ,BMY,110122108,BRISTOL-MYERS SQUIBB CO,524.00,56.510000,29611.24,1.26%,2352670.00,100000,4,
03/12/2020,ECOZ,BYND,08862E109,BEYOND MEAT INC,232.00,82.640000,19172.48,0.81%,2352670.00,100000,4,
03/12/2020,ECOZ,CBOE,12503M108,CBOE GLOBAL MARKETS INC,368.00,106.350000,39136.80,1.66%,2352670.00,100000,4,
03/12/2020,ECOZ,CBRE,12504L109,CBRE GROUP INC,440.00,49.690000,21863.60,0.93%,2352670.00,100000,4,
03/12/2020,ECOZ,CL,194162103,COLGATE PALMOLIVE CO,356.00,68.900000,24528.40,1.04%,2352670.00,100000,4,
03/12/2020,ECOZ,CLX,189054109,CLOROX CO DEL,148.00,169.400000,25071.20,1.07%,2352670.00,100000,4,
03/12/2020,ECOZ,COST,22160K105,COSTCO WHSL CORP NEW,104.00,297.430000,30932.72,1.31%,2352670.00,100000,4,
03/12/2020,ECOZ,CRM,79466L302,SALESFORCE COM INC,144.00,154.570000,22258.08,0.95%,2352670.00,100000,4,
03/12/2020,ECOZ,CTXS,177376100,CITRIX SYS INC,364.00,114.800000,41787.20,1.78%,2352670.00,100000,4,
03/12/2020,ECOZ,DIS,254687106,DISNEY WALT CO,420.00,105.510000,44314.20,1.88%,2352670.00,100000,4,
