Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,11619490.81,325000.000,35.75,0.57,1.63,35.73,0.53,1.50,-0.06,08/13/2020,0.31
TrueShares Structured Outcome July ETF,JULZ,53656F664,5993416.92,225000.000,26.64,-0.03,-0.11,26.68,-0.04,-0.16,0.14,08/13/2020,0.38
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,5237621.39,175000.000,29.93,0.08,0.28,29.93,0.09,0.30,0.00,08/13/2020,0.52
TrueShares Structured Outcome August ETF,AUGZ,53656F722,7632177.92,300000.000,25.44,-0.03,-0.11,25.50,-0.02,-0.08,0.25,08/13/2020,0.39
