Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,9903807.02,275000.000,36.01,-0.42,-1.15,36.16,-0.29,-0.80,0.40,07/10/2020,0.31
TrueShares Structured Outcome July ETF,JULZ,53656F664,4453156.21,175000.000,25.45,0.20,0.80,25.49,0.22,0.88,0.19,07/10/2020,0.36
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,4982003.50,175000.000,28.47,0.16,0.56,28.48,0.17,0.61,0.05,07/10/2020,0.37
