Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueMark Technology AI & Deep Learning ETF,LRNZ,53656F821,2286434.26,100000.000,22.86,0.77,3.51,22.92,0.63,2.82,0.25,03/10/2020,0.45
TrueMark ESG Active Opportunities ETF,ECOZ,53656F813,2462277.95,100000.000,24.62,1.02,4.31,24.65,0.85,3.59,0.10,03/10/2020,0.36
