Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Structured Outcome September ETF,SEPZ,53656F714,12154322.77,475000.000,25.59,0.11,0.42,25.50,0.05,0.20,-0.34,11/19/2020,0.51
TrueShares Structured Outcome October ETF,OCTZ,53656F698,3926949.61,150000.000,26.18,0.11,0.40,26.17,0.05,0.21,-0.05,11/19/2020,0.53
TrueShares Structured Outcome November ETF,NVMZ,53656F680,2664017.41,100000.000,26.64,0.11,0.41,26.62,0.06,0.21,-0.08,11/19/2020,0.38
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,18813858.29,450000.000,41.81,0.57,1.38,41.80,0.54,1.31,-0.01,11/19/2020,0.32
TrueShares Structured Outcome July ETF,JULZ,53656F664,6310967.51,225000.000,28.05,0.11,0.40,28.05,0.05,0.18,-0.01,11/19/2020,0.53
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,6567662.61,200000.000,32.84,0.24,0.75,32.84,0.20,0.62,0.00,11/19/2020,0.13
TrueShares Structured Outcome August ETF,AUGZ,53656F722,8707866.80,325000.000,26.79,0.11,0.42,26.78,0.08,0.28,-0.05,11/19/2020,0.48
