Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueMark Technology AI & Deep Learning ETF,LRNZ,53656F821,2232325.15,100000.000,22.32,-0.37,-1.61,22.64,-0.05,-0.22,1.42,03/25/2020,0.67
TrueMark ESG Active Opportunities ETF,ECOZ,53656F813,2131725.94,100000.000,21.32,0.22,1.05,21.39,0.31,1.48,0.34,03/25/2020,0.67
