Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,3131179.43,100000.000,31.31,0.75,2.46,31.34,0.63,2.05,0.10,05/22/2020,0.56
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,2591720.97,100000.000,25.92,0.05,0.19,25.94,-0.12,-0.46,0.09,05/22/2020,0.35
