Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,9865223.72,275000.000,35.87,1.15,3.30,35.88,1.04,3.00,0.02,07/08/2020,0.35
TrueShares Structured Outcome July ETF,JULZ,53656F664,4437083.99,175000.000,25.35,0.15,0.61,25.41,0.18,0.71,0.22,07/08/2020,0.35
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,4956023.80,175000.000,28.32,0.30,1.07,28.31,0.28,1.00,-0.02,07/08/2020,0.37
