Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,12312109.00,350000.000,35.18,0.53,1.53,35.20,0.51,1.47,0.07,08/12/2020,0.33
TrueShares Structured Outcome July ETF,JULZ,53656F664,6000033.08,225000.000,26.67,0.29,1.08,26.72,0.29,1.11,0.19,08/12/2020,0.39
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,5222892.32,175000.000,29.85,0.52,1.78,29.84,0.51,1.75,-0.01,08/12/2020,0.52
TrueShares Structured Outcome August ETF,AUGZ,53656F722,7640579.38,300000.000,25.47,0.27,1.06,25.53,0.29,1.14,0.22,08/12/2020,0.39
