Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueMark Technology AI & Deep Learning ETF,LRNZ,53656F821,640356.94,25000.000,25.61,-0.08,-0.32,25.64,-0.12,-0.46,0.11,04/23/2020,0.42
TrueMark ESG Active Opportunities ETF,ECOZ,53656F813,2440142.36,100000.000,24.40,-0.11,-0.47,24.41,-0.14,-0.55,0.05,04/23/2020,0.42
