Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,5493792.29,175000.000,31.39,0.01,0.05,31.37,-0.13,-0.42,-0.07,06/05/2020,0.38
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,3423142.78,125000.000,27.39,0.49,1.83,27.42,0.50,1.84,0.12,06/05/2020,0.27
