Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueMark Technology AI & Deep Learning ETF,LRNZ,53656F821,631301.20,25000.000,25.25,0.52,2.11,25.29,0.54,2.20,0.16,04/16/2020,0.86
TrueMark ESG Active Opportunities ETF,ECOZ,53656F813,1838921.68,75000.000,24.52,0.29,1.21,24.55,0.33,1.34,0.11,04/16/2020,0.50
