Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueMark Technology AI & Deep Learning ETF,LRNZ,53656F821,1955567.82,100000.000,19.56,-0.74,-3.65,19.54,-0.84,-4.10,-0.06,03/18/2020,0.63
TrueMark ESG Active Opportunities ETF,ECOZ,53656F813,2092564.29,100000.000,20.93,-0.99,-4.54,20.81,-1.11,-5.08,-0.57,03/18/2020,0.59
