Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,6417854.01,200000.000,32.09,0.96,3.09,32.11,0.85,2.73,0.07,06/15/2020,0.35
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,3333043.49,125000.000,26.66,0.31,1.17,26.68,0.25,0.95,0.05,06/15/2020,0.36
