Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Structured Outcome September ETF,SEPZ,53656F714,11008811.08,450000.000,24.46,-0.04,-0.15,24.43,-0.07,-0.28,-0.14,09/16/2020,0.37
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,12932523.28,350000.000,36.95,-0.22,-0.60,36.98,-0.19,-0.51,0.08,09/16/2020,0.30
TrueShares Structured Outcome July ETF,JULZ,53656F664,6022707.76,225000.000,26.77,-0.09,-0.34,26.78,-0.09,-0.33,0.03,09/16/2020,0.41
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,5327039.26,175000.000,30.44,-0.16,-0.51,30.46,-0.14,-0.47,0.07,09/16/2020,0.10
TrueShares Structured Outcome August ETF,AUGZ,53656F722,8304509.56,325000.000,25.55,-0.09,-0.34,25.58,-0.08,-0.31,0.10,09/16/2020,0.39
