Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,8299388.95,250000.000,33.20,-0.56,-1.65,33.44,-0.42,-1.25,0.72,06/24/2020,0.34
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,4686316.96,175000.000,26.78,-0.59,-2.14,26.83,-0.97,-3.49,0.19,06/24/2020,0.37
