Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Structured Outcome September ETF,SEPZ,53656F714,2500000.00,100000.000,25.00,0.00,0.00,25.03,0.03,0.12,0.12,09/01/2020,0.04
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,13123623.42,325000.000,40.38,1.06,2.70,40.42,1.01,2.57,0.10,09/01/2020,0.27
TrueShares Structured Outcome July ETF,JULZ,53656F664,6214353.18,225000.000,27.62,0.21,0.75,27.56,0.06,0.22,-0.21,09/01/2020,0.40
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,5556375.57,175000.000,31.75,0.18,0.56,31.72,0.09,0.30,-0.11,09/01/2020,0.10
TrueShares Structured Outcome August ETF,AUGZ,53656F722,9887662.29,375000.000,26.37,0.19,0.73,26.32,0.10,0.38,-0.19,09/01/2020,0.39
