Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,9479215.34,275000.000,34.47,0.14,0.41,34.48,0.16,0.46,0.03,07/14/2020,0.30
TrueShares Structured Outcome July ETF,JULZ,53656F664,5101474.87,200000.000,25.51,0.26,1.02,25.46,0.18,0.73,-0.19,07/14/2020,0.39
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,4966292.39,175000.000,28.38,0.39,1.41,28.40,-0.52,-1.81,0.07,07/14/2020,0.37
