Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueMark Technology AI & Deep Learning ETF,LRNZ,53656F821,597541.34,25000.000,23.90,0.28,1.19,23.91,0.27,1.16,0.06,04/13/2020,0.92
TrueMark ESG Active Opportunities ETF,ECOZ,53656F813,1786119.88,75000.000,23.81,-0.17,-0.69,23.82,-0.18,-0.75,0.02,04/13/2020,0.67
