Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueMark Technology AI & Deep Learning ETF,LRNZ,53656F821,571099.50,25000.000,22.84,-0.32,-1.40,23.15,0.04,0.15,1.35,03/31/2020,0.86
TrueMark ESG Active Opportunities ETF,ECOZ,53656F813,1676579.54,75000.000,22.35,-0.37,-1.65,22.60,-0.37,-1.62,1.11,03/31/2020,0.72
