Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueMark Technology AI & Deep Learning ETF,LRNZ,53656F821,562289.54,25000.000,22.49,-0.99,-4.20,22.50,-0.89,-3.82,0.05,03/27/2020,0.85
TrueMark ESG Active Opportunities ETF,ECOZ,53656F813,1651249.48,75000.000,22.02,-0.64,-2.84,22.27,-0.44,-1.93,1.17,03/27/2020,0.68
