Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Structured Outcome September ETF,SEPZ,53656F714,10804932.02,450000.000,24.01,0.18,0.75,24.01,0.22,0.92,0.01,09/22/2020,0.37
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,13484937.63,350000.000,38.53,0.62,1.63,38.57,0.50,1.31,0.11,09/22/2020,0.30
TrueShares Structured Outcome July ETF,JULZ,53656F664,5928816.20,225000.000,26.35,0.21,0.80,26.33,0.24,0.92,-0.08,09/22/2020,0.48
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,5272635.42,175000.000,30.13,0.34,1.15,30.16,0.32,1.07,0.10,09/22/2020,0.10
TrueShares Structured Outcome August ETF,AUGZ,53656F722,8174377.43,325000.000,25.15,0.20,0.80,25.15,0.23,0.91,-0.01,09/22/2020,0.39
