Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Structured Outcome September ETF,SEPZ,53656F714,11614980.40,475000.000,24.45,-0.08,-0.34,24.42,-0.02,-0.08,-0.14,10/27/2020,0.40
TrueShares Structured Outcome October ETF,OCTZ,53656F698,3757149.55,150000.000,25.05,-0.08,-0.33,25.07,0.01,0.02,0.07,10/27/2020,0.39
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,18185255.80,450000.000,40.41,0.46,1.16,40.37,0.39,0.98,-0.10,10/27/2020,0.31
TrueShares Structured Outcome July ETF,JULZ,53656F664,6037529.46,225000.000,26.83,-0.06,-0.22,26.83,-0.04,-0.13,-0.03,10/27/2020,0.51
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,6243602.64,200000.000,31.22,-0.04,-0.12,31.20,-0.03,-0.09,-0.06,10/27/2020,0.10
TrueShares Structured Outcome August ETF,AUGZ,53656F722,8336833.91,325000.000,25.65,0.01,0.06,25.61,-0.03,-0.11,-0.16,10/27/2020,0.39
