Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Structured Outcome September ETF,SEPZ,53656F714,12228076.33,475000.000,25.74,-0.11,-0.41,25.67,-0.05,-0.18,-0.30,11/17/2020,0.51
TrueShares Structured Outcome October ETF,OCTZ,53656F698,3946235.38,150000.000,26.31,-0.13,-0.51,26.33,-0.05,-0.20,0.08,11/17/2020,0.53
TrueShares Structured Outcome November ETF,NVMZ,53656F680,2682567.29,100000.000,26.83,-0.07,-0.28,26.79,-0.06,-0.21,-0.15,11/17/2020,0.38
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,18664272.69,450000.000,41.48,0.67,1.65,41.47,0.73,1.78,-0.02,11/17/2020,0.32
TrueShares Structured Outcome July ETF,JULZ,53656F664,6350244.40,225000.000,28.22,-0.12,-0.41,28.23,-0.06,-0.20,0.03,11/17/2020,0.53
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,6543434.86,200000.000,32.72,0.09,0.26,32.73,0.15,0.46,0.03,11/17/2020,0.13
TrueShares Structured Outcome August ETF,AUGZ,53656F722,8758489.16,325000.000,26.95,-0.11,-0.42,26.93,-0.05,-0.19,-0.08,11/17/2020,0.48
