Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueMark Technology AI & Deep Learning ETF,LRNZ,53656F821,1284015.36,50000.000,25.68,-0.63,-2.39,26.01,-0.43,-1.62,1.29,05/01/2020,0.39
TrueMark ESG Active Opportunities ETF,ECOZ,53656F813,2437142.21,100000.000,24.37,-0.68,-2.72,24.34,-0.75,-2.97,-0.14,05/01/2020,0.40
