Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Structured Outcome September ETF,SEPZ,53656F714,11787281.65,475000.000,24.82,0.07,0.27,24.75,0.05,0.21,-0.25,10/22/2020,0.40
TrueShares Structured Outcome October ETF,OCTZ,53656F698,3811269.18,150000.000,25.41,0.12,0.48,25.40,0.08,0.33,-0.02,10/22/2020,0.39
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,18090218.35,450000.000,40.20,0.12,0.29,40.20,0.05,0.12,0.00,10/22/2020,0.32
TrueShares Structured Outcome July ETF,JULZ,53656F664,6126215.32,225000.000,27.23,0.12,0.43,27.22,0.07,0.25,-0.04,10/22/2020,0.51
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,6348195.15,200000.000,31.74,-0.02,-0.06,31.73,-0.06,-0.20,-0.02,10/22/2020,0.10
TrueShares Structured Outcome August ETF,AUGZ,53656F722,8448264.93,325000.000,25.99,0.12,0.45,25.97,0.09,0.33,-0.08,10/22/2020,0.39
