Date,Account,StockTicker,CUSIP,SecurityName,Shares,Price,MarketValue,Weightings,NetAssets,SharesOutstanding,CreationUnits,MoneyMarketFlag
07/06/2020,ECOZ,AAPL,037833100,APPLE INC,392.00,364.110000,142731.12,2.94%,4846922.50,175000,7,
07/06/2020,ECOZ,ABBV,00287Y109,ABBVIE INC,511.00,98.880000,50527.68,1.04%,4846922.50,175000,7,
07/06/2020,ECOZ,ABC,03073E105,AMERISOURCEBERGEN CORP,630.00,100.090000,63056.70,1.30%,4846922.50,175000,7,
07/06/2020,ECOZ,ABT,002824100,ABBOTT LABS,1114.00,92.230000,102744.22,2.12%,4846922.50,175000,7,
07/06/2020,ECOZ,ACN,G1151C101,ACCENTURE PLC IRELAND,175.00,215.720000,37751.00,0.78%,4846922.50,175000,7,
07/06/2020,ECOZ,ADBE,00724F101,ADOBE INC,213.00,442.950000,94348.35,1.95%,4846922.50,175000,7,
07/06/2020,ECOZ,ALL,020002101,ALLSTATE CORP,497.00,94.090000,46762.73,0.96%,4846922.50,175000,7,
07/06/2020,ECOZ,AMGN,031162100,AMGEN INC,161.00,258.240000,41576.64,0.86%,4846922.50,175000,7,
07/06/2020,ECOZ,AMZN,023135106,AMAZON COM INC,56.00,2890.300000,161856.80,3.34%,4846922.50,175000,7,
07/06/2020,ECOZ,AXP,025816109,AMERICAN EXPRESS CO,556.00,94.330000,52447.48,1.08%,4846922.50,175000,7,
07/06/2020,ECOZ,BAX,071813109,BAXTER INTL INC,903.00,87.210000,78750.63,1.62%,4846922.50,175000,7,
07/06/2020,ECOZ,BKNG,09857L108,BOOKING HOLDINGS INC,38.00,1669.980000,63459.24,1.31%,4846922.50,175000,7,
07/06/2020,ECOZ,BLK,09247X101,BLACKROCK INC,119.00,551.770000,65660.63,1.35%,4846922.50,175000,7,
07/06/2020,ECOZ,BLL,058498106,BALL CORP,602.00,71.810000,43229.62,0.89%,4846922.50,175000,7,
07/06/2020,ECOZ,BMY,110122108,BRISTOL-MYERS SQUIBB CO,759.00,59.140000,44887.26,0.93%,4846922.50,175000,7,
07/06/2020,ECOZ,BYND,08862E109,BEYOND MEAT INC,528.00,140.720000,74300.16,1.53%,4846922.50,175000,7,
07/06/2020,ECOZ,CBOE,12503M108,CBOE GLOBAL MARKETS INC,669.00,95.090000,63615.21,1.31%,4846922.50,175000,7,
07/06/2020,ECOZ,CBRE,12504L109,CBRE GROUP INC,770.00,45.510000,35042.70,0.72%,4846922.50,175000,7,
07/06/2020,ECOZ,CL,194162103,COLGATE PALMOLIVE CO,623.00,73.280000,45653.44,0.94%,4846922.50,175000,7,
07/06/2020,ECOZ,CLX,189054109,CLOROX CO DEL,352.00,222.160000,78200.32,1.61%,4846922.50,175000,7,
07/06/2020,ECOZ,COST,22160K105,COSTCO WHSL CORP NEW,274.00,305.740000,83772.76,1.73%,4846922.50,175000,7,
07/06/2020,ECOZ,CRM,79466L302,SALESFORCE COM INC,252.00,192.530000,48517.56,1.00%,4846922.50,175000,7,
07/06/2020,ECOZ,CTXS,177376100,CITRIX SYS INC,637.00,150.060000,95588.22,1.97%,4846922.50,175000,7,
07/06/2020,ECOZ,DIS,254687106,DISNEY WALT CO,735.00,112.180000,82452.30,1.70%,4846922.50,175000,7,
07/06/2020,ECOZ,EA,285512109,ELECTRONIC ARTS INC,637.00,133.840000,85256.08,1.76%,4846922.50,175000,7,
07/06/2020,ECOZ,EIX,281020107,EDISON INTL,777.00,55.540000,43154.58,0.89%,4846922.50,175000,7,
07/06/2020,ECOZ,ENPH,29355A107,ENPHASE ENERGY INC,1463.00,48.860000,71482.18,1.47%,4846922.50,175000,7,
07/06/2020,ECOZ,ES,30040W108,EVERSOURCE ENERGY,728.00,84.670000,61639.76,1.27%,4846922.50,175000,7,
07/06/2020,ECOZ,GILD,375558103,GILEAD SCIENCES INC,526.00,76.350000,40160.10,0.83%,4846922.50,175000,7,
07/06/2020,ECOZ,GOOGL,02079K305,ALPHABET INC,98.00,1469.930000,144053.14,2.97%,4846922.50,175000,7,
07/06/2020,ECOZ,GS,38141G104,GOLDMAN SACHS GROUP INC,189.00,197.400000,37308.60,0.77%,4846922.50,175000,7,
07/06/2020,ECOZ,GWW,384802104,GRAINGER W W INC,308.00,317.510000,97793.08,2.02%,4846922.50,175000,7,
07/06/2020,ECOZ,HD,437076102,HOME DEPOT INC,205.00,248.500000,50942.50,1.05%,4846922.50,175000,7,
07/06/2020,ECOZ,IFF,459506101,INTERNATIONAL FLAVORS&FRAGRANC COM,532.00,126.880000,67500.16,1.39%,4846922.50,175000,7,
07/06/2020,ECOZ,INTU,461202103,INTUIT,161.00,305.300000,49153.30,1.01%,4846922.50,175000,7,
07/06/2020,ECOZ,IRM,46284V101,IRON MTN INC NEW,918.00,26.160000,24014.88,0.50%,4846922.50,175000,7,
07/06/2020,ECOZ,ITW,452308109,ILLINOIS TOOL WKS INC,189.00,174.600000,32999.40,0.68%,4846922.50,175000,7,
