Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Structured Outcome September ETF,SEPZ,53656F714,9051714.46,375000.000,24.14,-0.34,-1.39,24.16,-0.36,-1.47,0.11,09/10/2020,0.24
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,12794603.16,350000.000,36.56,-0.34,-0.93,36.58,-0.39,-1.07,0.08,09/10/2020,0.28
TrueShares Structured Outcome July ETF,JULZ,53656F664,5952764.26,225000.000,26.46,-0.38,-1.43,26.49,-0.38,-1.43,0.14,09/10/2020,0.41
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,5215771.99,175000.000,29.80,-0.47,-1.56,29.86,-0.48,-1.59,0.17,09/10/2020,0.10
TrueShares Structured Outcome August ETF,AUGZ,53656F722,8210739.27,325000.000,25.26,-0.36,-1.39,25.28,-0.41,-1.58,0.05,09/10/2020,0.39
