Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueMark Technology AI & Deep Learning ETF,LRNZ,53656F821,649440.17,25000.000,25.98,0.43,1.67,26.02,0.47,1.83,0.18,04/20/2020,0.49
TrueMark ESG Active Opportunities ETF,ECOZ,53656F813,2472590.75,100000.000,24.73,-0.29,-1.15,24.77,-0.23,-0.92,0.17,04/20/2020,0.46
