Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,11848654.79,325000.000,36.46,1.54,4.40,36.27,1.29,3.69,-0.51,07/20/2020,0.33
TrueShares Structured Outcome July ETF,JULZ,53656F664,5823546.63,225000.000,25.88,0.18,0.71,25.91,0.18,0.68,0.09,07/20/2020,0.40
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,5083163.10,175000.000,29.05,0.46,1.61,29.09,0.48,1.67,0.14,07/20/2020,0.46
