Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueMark Technology AI & Deep Learning ETF,LRNZ,53656F821,620294.84,25000.000,24.81,0.91,3.81,24.84,0.93,3.87,0.12,04/14/2020,0.90
TrueMark ESG Active Opportunities ETF,ECOZ,53656F813,1847546.07,75000.000,24.63,0.82,3.44,24.62,0.80,3.37,-0.05,04/14/2020,0.63
