Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,3056061.08,100000.000,30.56,-0.17,-0.56,30.71,0.01,0.03,0.50,05/21/2020,0.56
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,2586884.56,100000.000,25.87,-0.29,-1.12,26.06,-0.13,-0.50,0.73,05/21/2020,0.36
