Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Structured Outcome September ETF,SEPZ,53656F714,10600968.25,450000.000,23.56,-0.45,-1.89,23.55,-0.46,-1.92,-0.03,09/23/2020,0.40
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,14066508.31,375000.000,37.51,-1.02,-2.64,37.46,-1.11,-2.88,-0.14,09/23/2020,0.30
TrueShares Structured Outcome July ETF,JULZ,53656F664,5815225.34,225000.000,25.85,-0.50,-1.92,25.82,-0.51,-1.93,-0.09,09/23/2020,0.48
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,5893303.89,200000.000,29.47,-0.66,-2.20,29.36,-0.80,-2.64,-0.36,09/23/2020,0.10
TrueShares Structured Outcome August ETF,AUGZ,53656F722,8017380.75,325000.000,24.67,-0.48,-1.92,24.67,-0.48,-1.92,-0.01,09/23/2020,0.39
