Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Structured Outcome September ETF,SEPZ,53656F714,10824016.09,450000.000,24.05,-0.21,-0.85,24.07,-0.20,-0.80,0.08,09/18/2020,0.37
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,12964072.58,350000.000,37.04,0.40,1.10,37.07,0.43,1.19,0.09,09/18/2020,0.30
TrueShares Structured Outcome July ETF,JULZ,53656F664,5933849.31,225000.000,26.37,-0.18,-0.67,26.37,-0.21,-0.78,-0.03,09/18/2020,0.41
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,5227054.36,175000.000,29.87,-0.19,-0.63,29.89,-0.15,-0.51,0.06,09/18/2020,0.10
TrueShares Structured Outcome August ETF,AUGZ,53656F722,8181793.25,325000.000,25.17,-0.13,-0.50,25.19,-0.19,-0.76,0.05,09/18/2020,0.39
